Datum,Klockslag,Absoluttryck,Temperatur,Batteri,datetime
2023-11-22,00:53,15.87,12.5,6.5,2023-11-22 00:53:00
2023-11-22,12:53,15.79,12.5,6.5,2023-11-22 12:53:00
2023-11-23,00:53,15.7,12.5,6.5,2023-11-23 00:53:00
2023-11-23,12:53,15.66,12.5,6.5,2023-11-23 12:53:00
2023-11-24,00:53,15.66,12.5,6.5,2023-11-24 00:53:00
2023-11-24,12:53,15.69,12.5,6.5,2023-11-24 12:53:00
2023-11-25,00:53,15.74,12.5,6.5,2023-11-25 00:53:00
2023-11-25,12:53,15.78,12.5,6.5,2023-11-25 12:53:00
2023-11-26,00:53,15.79,12.5,6.5,2023-11-26 00:53:00
2023-11-26,12:53,15.76,12.5,6.5,2023-11-26 12:53:00
2023-11-27,00:53,15.76,12.5,6.5,2023-11-27 00:53:00
2023-11-27,12:53,15.79,12.5,6.5,2023-11-27 12:53:00
2023-11-28,00:53,15.74,12.5,6.5,2023-11-28 00:53:00
2023-11-28,12:53,15.71,12.5,6.5,2023-11-28 12:53:00
